"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","testLoginWithAValidUsernameAndPassword","Global suite","Wed Jan 08 21:29:21 GMT 2025","broken","Wed Jan 08 21:29:21 GMT 2025","tests.LoginPageTest","#2 dont work git actions. Its sad :( ","tests.LoginPageTest","testLoginWithAValidUsernameAndPassword"
"","2361","createProjectTest","Global suite","Wed Jan 08 21:28:23 GMT 2025","passed","Wed Jan 08 21:28:25 GMT 2025","tests.ProjectTest","#1 dont work git actions :( ","tests.ProjectTest","createProjectTest"
