"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22562","testLoginWithAValidUsernameAndPassword","Global suite","Sun Jan 12 11:18:01 GMT 2025","passed","Sun Jan 12 11:18:23 GMT 2025","tests.LoginPageTest","#2 dont work git actions. Its sad :( ","tests.LoginPageTest","testLoginWithAValidUsernameAndPassword"
"","1166","createProjectTest","Global suite","Sun Jan 12 11:17:58 GMT 2025","passed","Sun Jan 12 11:17:59 GMT 2025","tests.ProjectTest","#1 dont work git actions :( ","tests.ProjectTest","createProjectTest"
