"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","866","createProjectTest","Global suite","Sun Jan 12 11:17:48 GMT 2025","passed","Sun Jan 12 11:17:49 GMT 2025","tests.ProjectTest","#1 dont work git actions :( ","tests.ProjectTest","createProjectTest"
"","22691","testLoginWithAValidUsernameAndPassword","Global suite","Sun Jan 12 11:17:50 GMT 2025","passed","Sun Jan 12 11:18:13 GMT 2025","tests.LoginPageTest","#2 dont work git actions. Its sad :( ","tests.LoginPageTest","testLoginWithAValidUsernameAndPassword"
