"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"#7 Test delete project","36205","#7 Test delete project","Global UI suite","Tue Jan 14 15:56:58 GMT 2025","passed","Tue Jan 14 15:57:34 GMT 2025","tests.ProjectsPageTest","Parallel Test","tests.ProjectsPageTest","deleteProjectTest"
"#6 Test update project","55606","#6 Test update project","Global UI suite","Tue Jan 14 15:57:51 GMT 2025","passed","Tue Jan 14 15:58:47 GMT 2025","tests.ProjectsPageTest","Parallel Test","tests.ProjectsPageTest","updateProjectTest"
"#3 Test Login with invalid username and valid password","13024","testLoginWithInvalidUsernameAndValidPassword","Global UI suite","Tue Jan 14 15:56:29 GMT 2025","passed","Tue Jan 14 15:56:42 GMT 2025","tests.LoginPageTest","Parallel Test","tests.LoginPageTest","testLoginWithInvalidUsernameAndValidPassword"
"#1 Test Login with a valid username and password","22767","testLoginWithAValidUsernameAndPassword","Global UI suite","Tue Jan 14 15:55:51 GMT 2025","passed","Tue Jan 14 15:56:14 GMT 2025","tests.LoginPageTest","Parallel Test","tests.LoginPageTest","testLoginWithAValidUsernameAndPassword"
"#5 Test create project","45599","#5 Test create project","Global UI suite","Tue Jan 14 15:55:56 GMT 2025","passed","Tue Jan 14 15:56:42 GMT 2025","tests.ProjectsPageTest","Parallel Test","tests.ProjectsPageTest","createProjectTest"
"#4 Test Login with invalid username and invalid password","12685","testLoginWithInvalidUsernameAndInvalidPassword","Global UI suite","Tue Jan 14 15:56:15 GMT 2025","passed","Tue Jan 14 15:56:28 GMT 2025","tests.LoginPageTest","Parallel Test","tests.LoginPageTest","testLoginWithInvalidUsernameAndInvalidPassword"
"#2 Test Login with a valid username and invalid password","13498","testLoginWithAValidUsernameAndInvalidPassword","Global UI suite","Tue Jan 14 15:55:37 GMT 2025","passed","Tue Jan 14 15:55:50 GMT 2025","tests.LoginPageTest","Parallel Test","tests.LoginPageTest","testLoginWithAValidUsernameAndInvalidPassword"
