"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1048","createProjectTest","Global suite","Sun Jan 12 10:01:37 GMT 2025","passed","Sun Jan 12 10:01:38 GMT 2025","tests.ProjectTest","#1 dont work git actions :( ","tests.ProjectTest","createProjectTest"
"","53461","testLoginWithAValidUsernameAndPassword","Global suite","Sun Jan 12 10:02:44 GMT 2025","failed","Sun Jan 12 10:03:37 GMT 2025","tests.LoginPageTest","#2 dont work git actions. Its sad :( ","tests.LoginPageTest","testLoginWithAValidUsernameAndPassword"
